Date,Close Price,Week Number,Column 1,Month Number,Column 2,Daily Return,Weekly Return,Monthly Return
14-Sep-22,18003.75,38,17936.35,9,17542.8,-0.36690546,,
15-Sep-22,17877.4,38,17936.35,9,17542.8,-0.701798237,,
16-Sep-22,17530.85,38,17936.35,9,17542.8,-1.938480987,,
19-Sep-22,17622.25,39,17622.25,9,17542.8,0.521366619,-1.751192411,
20-Sep-22,17816.25,39,17622.25,9,17542.8,1.100880989,,
21-Sep-22,17718.35,39,17622.25,9,17542.8,-0.549498351,,
22-Sep-22,17629.8,39,17622.25,9,17542.8,-0.499764369,,
23-Sep-22,17327.35,39,17622.25,9,17542.8,-1.715561152,,
26-Sep-22,17016.3,40,17016.3,9,17542.8,-1.795138899,-3.438550696,
27-Sep-22,17007.4,40,17016.3,9,17542.8,-0.052302792,,
28-Sep-22,16858.6,40,17016.3,9,17542.8,-0.874913273,,
29-Sep-22,16818.1,40,17016.3,9,17542.8,-0.240233471,,
30-Sep-22,17094.35,40,17016.3,9,17542.8,1.642575558,,
03-Oct-22,16887.35,41,16887.35,10,16887.35,-1.210926417,-0.757802813,-3.736290672
04-Oct-22,17274.3,41,16887.35,10,16887.35,2.291360101,,
