"DATE ","EXPIRY DATE ","OPTION TYPE ","STRIKE PRICE ","OPEN PRICE ","HIGH PRICE ","LOW PRICE ","CLOSE PRICE ","LAST PRICE ","SETTLE PRICE ","Volume ","VALUE ","PREMIUM VALUE ","OPEN INTEREST ","CHANGE IN OI "
"29-Sep-2022","29-Sep-2022","XX","-","1,674.85","1,698.80","1,625.15","1,635.90","1,627.05","1,635.90","24,51,500","4,05,44,94,275.00","4,05,44,94,275.00","9,23,000","-9,46,000"
"29-Sep-2022","29-Sep-2022","XX","-","1,674.85","1,698.80","1,625.15","1,635.90","1,627.05","1,635.90","24,51,500","4,05,44,94,275.00","4,05,44,94,275.00","9,23,000","-9,46,000"
"28-Sep-2022","29-Sep-2022","XX","-","1,651.85","1,678.00","1,618.45","1,650.70","1,644.00","1,650.70","32,46,500","5,38,99,59,600.00","5,38,99,59,600.00","18,69,000","-14,10,000"
"27-Sep-2022","29-Sep-2022","XX","-","1,690.00","1,714.90","1,664.35","1,680.35","1,685.80","1,680.35","41,91,500","7,05,99,89,650.00","7,05,99,89,650.00","32,79,000","-16,34,500"
"26-Sep-2022","29-Sep-2022","XX","-","1,695.10","1,734.00","1,657.15","1,675.95","1,677.00","1,675.95","66,95,000","11,37,49,29,875.00","11,37,49,29,875.00","49,13,500","-23,95,500"
"23-Sep-2022","29-Sep-2022","XX","-","1,763.25","1,773.55","1,708.05","1,717.65","1,714.85","1,717.65","30,52,500","5,30,67,66,950.00","5,30,67,66,950.00","73,09,000","-1,81,000"
"22-Sep-2022","29-Sep-2022","XX","-","1,768.70","1,785.15","1,730.10","1,771.75","1,777.50","1,771.75","51,49,000","9,07,25,86,575.00","9,07,25,86,575.00","74,90,000","-8,51,000"
"21-Sep-2022","29-Sep-2022","XX","-","1,776.75","1,812.75","1,759.80","1,784.60","1,785.35","1,784.60","31,30,000","5,59,74,49,950.00","5,59,74,49,950.00","83,41,000","-2,38,000"
"20-Sep-2022","29-Sep-2022","XX","-","1,761.45","1,798.30","1,761.45","1,781.30","1,780.25","1,781.30","31,67,000","5,65,68,52,375.00","5,65,68,52,375.00","85,79,000","-3,41,500"
"19-Sep-2022","29-Sep-2022","XX","-","1,720.10","1,764.95","1,720.10","1,748.50","1,747.95","1,748.50","33,46,500","5,85,13,39,275.00","5,85,13,39,275.00","89,20,500","-36,000"
"16-Sep-2022","29-Sep-2022","XX","-","1,753.95","1,767.80","1,692.85","1,720.60","1,729.00","1,720.60","43,90,000","7,59,54,88,675.00","7,59,54,88,675.00","89,56,500","-4,000"
"15-Sep-2022","29-Sep-2022","XX","-","1,774.85","1,786.00","1,750.00","1,754.65","1,756.55","1,754.65","34,03,500","5,99,52,33,525.00","5,99,52,33,525.00","89,60,500","5,90,000"
"15-Sep-2022","29-Sep-2022","XX","-","1,774.85","1,786.00","1,750.00","1,754.65","1,756.55","1,754.65","34,03,500","5,99,52,33,525.00","5,99,52,33,525.00","89,60,500","5,90,000"
"14-Sep-2022","29-Sep-2022","XX","-","1,728.95","1,776.75","1,722.05","1,765.80","1,766.30","1,765.80","52,11,500","9,16,30,54,850.00","9,16,30,54,850.00","83,70,500","-6,80,000"
"13-Sep-2022","29-Sep-2022","XX","-","1,749.70","1,781.50","1,722.00","1,751.45","1,751.25","1,751.45","1,19,85,500","21,09,34,41,925.00","21,09,34,41,925.00","90,50,500","81,06,500"
"12-Sep-2022","29-Sep-2022","XX","-","17,327.60","17,436.85","17,129.95","17,214.75","17,310.00","17,214.75","5,25,250","9,07,82,61,582.50","9,07,82,61,582.50","9,44,000","68,900"
"09-Sep-2022","29-Sep-2022","XX","-","17,560.55","17,599.00","17,196.95","17,239.45","17,245.00","17,239.45","4,15,750","7,20,51,78,932.50","7,20,51,78,932.50","8,75,100","-10,000"
"08-Sep-2022","29-Sep-2022","XX","-","17,282.30","17,560.00","17,063.05","17,437.70","17,468.00","17,437.70","4,67,150","8,07,77,80,027.50","8,07,77,80,027.50","8,85,100","-16,950"
"07-Sep-2022","29-Sep-2022","XX","-","17,001.00","17,197.55","16,839.30","17,087.75","17,093.90","17,087.75","2,97,450","5,07,51,64,597.50","5,07,51,64,597.50","9,02,050","16,200"
"06-Sep-2022","29-Sep-2022","XX","-","17,472.05","17,529.85","16,984.30","17,043.05","17,084.45","17,043.05","4,64,100","7,96,80,63,147.50","7,96,80,63,147.50","8,85,850","24,850"
"05-Sep-2022","29-Sep-2022","XX","-","17,439.95","17,534.55","17,224.90","17,431.15","17,473.10","17,431.15","2,63,700","4,58,63,21,215.00","4,58,63,21,215.00","8,61,000","1,150"
"02-Sep-2022","29-Sep-2022","XX","-","17,575.35","17,849.00","17,265.00","17,354.15","17,363.75","17,354.15","5,78,950","10,10,82,19,085.00","10,10,82,19,085.00","8,59,850","44,150"
"01-Sep-2022","29-Sep-2022","XX","-","16,899.95","17,744.75","16,852.65","17,462.85","17,490.05","17,462.85","9,16,300","16,00,13,06,805.00","16,00,13,06,805.00","8,15,700","1,03,250"
"30-Aug-2022","29-Sep-2022","XX","-","16,414.95","17,113.65","16,414.95","17,069.00","17,071.55","17,069.00","6,53,500","11,05,47,49,815.00","11,05,47,49,815.00","7,12,450","29,700"
"30-Aug-2022","29-Sep-2022","XX","-","16,414.95","17,113.65","16,414.95","17,069.00","17,071.55","17,069.00","6,53,500","11,05,47,49,815.00","11,05,47,49,815.00","7,12,450","29,700"
"29-Aug-2022","29-Sep-2022","XX","-","15,755.00","16,260.00","15,737.70","16,164.20","16,214.95","16,164.20","2,49,100","4,00,44,12,585.00","4,00,44,12,585.00","6,82,750","1,250"
"26-Aug-2022","29-Sep-2022","XX","-","16,246.30","16,542.25","16,246.30","16,378.75","16,403.00","16,378.75","2,08,050","3,41,62,45,742.50","3,41,62,45,742.50","6,81,500","-7,800"
"25-Aug-2022","29-Sep-2022","XX","-","16,495.00","16,685.85","16,265.00","16,293.95","16,300.00","16,293.95","4,28,150","7,04,16,48,562.50","7,04,16,48,562.50","6,89,300","92,700"
"25-Aug-2022","29-Sep-2022","XX","-","16,495.00","16,685.85","16,265.00","16,293.95","16,300.00","16,293.95","4,28,150","7,04,16,48,562.50","7,04,16,48,562.50","6,89,300","92,700"
"24-Aug-2022","29-Sep-2022","XX","-","16,255.05","16,478.30","16,255.05","16,424.10","16,407.95","16,424.10","3,54,450","5,80,39,41,647.50","5,80,39,41,647.50","5,96,600","1,90,550"
"23-Aug-2022","29-Sep-2022","XX","-","15,826.00","16,581.65","15,815.10","16,406.40","16,440.65","16,406.40","4,65,200","7,60,05,23,867.50","7,60,05,23,867.50","4,06,050","1,51,450"
"22-Aug-2022","29-Sep-2022","XX","-","16,164.85","16,273.85","15,919.30","15,968.95","15,990.40","15,968.95","2,56,400","4,11,69,09,847.50","4,11,69,09,847.50","2,54,600","88,850"
"19-Aug-2022","29-Sep-2022","XX","-","16,985.00","17,000.00","16,185.05","16,341.90","16,345.65","16,341.90","1,87,300","3,09,19,20,402.50","3,09,19,20,402.50","1,65,750","45,400"
"18-Aug-2022","29-Sep-2022","XX","-","16,895.70","17,065.50","16,728.40","16,884.40","16,920.80","16,884.40","79,600","1,34,19,70,902.50","1,34,19,70,902.50","1,20,350","28,600"
"17-Aug-2022","29-Sep-2022","XX","-","16,012.10","17,238.05","16,012.10","16,948.10","16,900.00","16,948.10","1,08,550","1,82,09,36,255.00","1,82,09,36,255.00","91,750","20,700"
"16-Aug-2022","29-Sep-2022","XX","-","15,947.90","16,043.15","15,926.75","15,994.10","15,994.95","15,994.10","27,850","44,51,85,572.50","44,51,85,572.50","71,050","10,750"
"12-Aug-2022","29-Sep-2022","XX","-","15,824.80","15,954.30","15,763.00","15,860.45","15,864.60","15,860.45","20,600","32,70,64,450.00","32,70,64,450.00","60,300","2,150"
"11-Aug-2022","29-Sep-2022","XX","-","16,049.05","16,049.05","15,790.00","15,829.25","15,825.00","15,829.25","26,400","41,92,51,335.00","41,92,51,335.00","58,150","11,700"
"10-Aug-2022","29-Sep-2022","XX","-","15,625.90","15,741.95","15,490.00","15,718.40","15,719.20","15,718.40","42,550","66,55,34,362.50","66,55,34,362.50","46,450","13,500"
"08-Aug-2022","29-Sep-2022","XX","-","15,161.80","15,666.15","15,115.00","15,608.65","15,623.85","15,608.65","21,600","33,41,44,565.00","33,41,44,565.00","32,950","3,650"
"05-Aug-2022","29-Sep-2022","XX","-","15,273.40","15,325.00","15,130.80","15,161.65","15,152.60","15,161.65","10,550","16,08,17,137.50","16,08,17,137.50","29,300","2,350"
"05-Aug-2022","29-Sep-2022","XX","-","15,273.40","15,325.00","15,130.80","15,161.65","15,152.60","15,161.65","10,550","16,08,17,137.50","16,08,17,137.50","29,300","2,350"
"04-Aug-2022","29-Sep-2022","XX","-","15,386.35","15,469.70","15,140.00","15,251.15","15,235.00","15,251.15","12,150","18,58,61,042.50","18,58,61,042.50","26,950","750"
"03-Aug-2022","29-Sep-2022","XX","-","15,300.00","15,386.85","15,175.00","15,333.20","15,331.00","15,333.20","16,800","25,66,70,280.00","25,66,70,280.00","26,200","3,150"
"03-Aug-2022","29-Sep-2022","XX","-","15,300.00","15,386.85","15,175.00","15,333.20","15,331.00","15,333.20","16,800","25,66,70,280.00","25,66,70,280.00","26,200","3,150"
"02-Aug-2022","29-Sep-2022","XX","-","15,031.10","15,381.00","15,031.10","15,302.85","15,260.00","15,302.85","11,850","18,03,58,095.00","18,03,58,095.00","23,050","400"
"02-Aug-2022","29-Sep-2022","XX","-","15,031.10","15,381.00","15,031.10","15,302.85","15,260.00","15,302.85","11,850","18,03,58,095.00","18,03,58,095.00","23,050","400"
"01-Aug-2022","29-Sep-2022","XX","-","15,320.80","15,320.80","14,977.95","15,125.05","15,130.10","15,125.05","9,950","14,99,99,792.50","14,99,99,792.50","22,650","1,550"
"01-Aug-2022","29-Sep-2022","XX","-","15,320.80","15,320.80","14,977.95","15,125.05","15,130.10","15,125.05","9,950","14,99,99,792.50","14,99,99,792.50","22,650","1,550"
"29-Jul-2022","29-Sep-2022","XX","-","15,000.00","15,248.70","14,866.00","15,117.25","15,100.85","15,117.25","21,650","32,63,24,095.00","32,63,24,095.00","21,100","4,100"
"29-Jul-2022","29-Sep-2022","XX","-","15,000.00","15,248.70","14,866.00","15,117.25","15,100.85","15,117.25","21,650","32,63,24,095.00","32,63,24,095.00","21,100","4,100"
"28-Jul-2022","29-Sep-2022","XX","-","13,699.95","14,710.00","13,678.75","14,650.25","14,692.20","14,650.25","28,000","40,16,89,500.00","40,16,89,500.00","17,000","3,600"
"28-Jul-2022","29-Sep-2022","XX","-","13,699.95","14,710.00","13,678.75","14,650.25","14,692.20","14,650.25","28,000","40,16,89,500.00","40,16,89,500.00","17,000","3,600"
"27-Jul-2022","29-Sep-2022","XX","-","13,349.10","13,427.50","13,100.00","13,398.40","13,402.00","13,398.40","9,900","13,12,77,437.50","13,12,77,437.50","13,400","4,350"
"26-Jul-2022","29-Sep-2022","XX","-","13,100.00","13,602.45","12,865.70","13,349.10","13,342.40","13,349.10","15,600","20,72,20,705.00","20,72,20,705.00","9,050","3,150"
"25-Jul-2022","29-Sep-2022","XX","-","12,880.40","12,880.40","12,653.20","12,706.85","12,695.00","12,706.85","2,300","2,92,80,520.00","2,92,80,520.00","5,900","1,350"
"25-Jul-2022","29-Sep-2022","XX","-","12,880.40","12,880.40","12,653.20","12,706.85","12,695.00","12,706.85","2,300","2,92,80,520.00","2,92,80,520.00","5,900","1,350"
"22-Jul-2022","29-Sep-2022","XX","-","12,860.90","12,948.85","12,735.80","12,810.45","12,795.00","12,810.45","2,450","3,13,80,647.50","3,13,80,647.50","4,550","350"
"21-Jul-2022","29-Sep-2022","XX","-","12,514.60","12,813.70","12,500.00","12,801.95","12,813.70","12,801.95","1,650","2,09,28,257.50","2,09,28,257.50","4,200","-350"
"20-Jul-2022","29-Sep-2022","XX","-","12,700.00","12,700.00","12,490.25","12,510.60","12,490.25","12,510.60","2,900","3,65,95,387.50","3,65,95,387.50","4,550","350"
"19-Jul-2022","29-Sep-2022","XX","-","12,300.00","12,546.60","12,244.35","12,529.60","12,537.80","12,529.60","3,650","4,54,54,212.50","4,54,54,212.50","4,200","1,650"
"18-Jul-2022","29-Sep-2022","XX","-","12,056.05","12,372.75","12,045.65","12,357.25","12,331.30","12,357.25","2,250","2,75,26,572.50","2,75,26,572.50","2,550","250"
"15-Jul-2022","29-Sep-2022","XX","-","11,836.70","11,846.00","11,807.60","11,846.00","11,846.00","11,969.60","250","29,57,247.50","29,57,247.50","2,300","100"
"14-Jul-2022","29-Sep-2022","XX","-","11,886.55","12,062.55","11,747.65","11,836.70","11,836.70","11,836.70","1,300","1,54,83,890.00","1,54,83,890.00","2,200","50"
"13-Jul-2022","29-Sep-2022","XX","-","12,200.00","12,214.60","11,884.40","11,901.75","11,892.00","11,901.75","1,000","1,20,30,832.50","1,20,30,832.50","2,150","250"
"12-Jul-2022","29-Sep-2022","XX","-","11,850.00","12,081.30","11,850.00","11,992.85","11,952.10","11,992.85","800","95,60,637.50","95,60,637.50","1,900","250"
"11-Jul-2022","29-Sep-2022","XX","-","12,100.00","12,125.00","11,953.25","11,953.25","11,953.25","12,074.75","500","60,15,535.00","60,15,535.00","1,650","-50"
"08-Jul-2022","29-Sep-2022","XX","-","12,100.00","12,134.95","11,990.00","12,110.25","12,100.00","12,110.25","950","1,14,55,422.50","1,14,55,422.50","1,700","550"
"07-Jul-2022","29-Sep-2022","XX","-","12,169.95","12,210.05","11,971.55","12,047.90","12,047.90","12,111.40","850","1,02,32,260.00","1,02,32,260.00","1,150","600"
"06-Jul-2022","29-Sep-2022","XX","-","11,761.60","12,140.00","11,757.50","12,133.35","12,140.00","12,133.35","800","95,65,512.50","95,65,512.50","550","-"
