Date,Close Price
30-Jun-2022,70.4
01-Jul-2022,70.05
04-Jul-2022,74.1
05-Jul-2022,75.6
06-Jul-2022,77.8
07-Jul-2022,74.85
08-Jul-2022,73.7
11-Jul-2022,77.8
12-Jul-2022,77.35
13-Jul-2022,77.35
14-Jul-2022,78.9
15-Jul-2022,79.9
18-Jul-2022,79.65
19-Jul-2022,76.5
20-Jul-2022,77.8
21-Jul-2022,81.55
22-Jul-2022,80.6
25-Jul-2022,80.25
26-Jul-2022,79.9
27-Jul-2022,79.9
28-Jul-2022,79.9
29-Jul-2022,77.3
01-Aug-2022,77.15
02-Aug-2022,77.5
03-Aug-2022,77.5
04-Aug-2022,79.45
05-Aug-2022,79.45
08-Aug-2022,78.95
10-Aug-2022,79.85
11-Aug-2022,78.9
12-Aug-2022,78.3
16-Aug-2022,80.25
17-Aug-2022,79.9
18-Aug-2022,79.6
19-Aug-2022,78.0
22-Aug-2022,78.15
23-Aug-2022,80.25
24-Aug-2022,79.4
25-Aug-2022,79.7
26-Aug-2022,79.95
29-Aug-2022,78.3
30-Aug-2022,81.5
01-Sep-2022,79.55
02-Sep-2022,81.8
05-Sep-2022,83.3
06-Sep-2022,84.35
07-Sep-2022,84.75
08-Sep-2022,89.7
09-Sep-2022,91.1
12-Sep-2022,89.7
13-Sep-2022,91.25
14-Sep-2022,89.95
15-Sep-2022,91.05
16-Sep-2022,86.8
19-Sep-2022,87.95
20-Sep-2022,87.8
21-Sep-2022,86.8
22-Sep-2022,88.85
23-Sep-2022,86.0
26-Sep-2022,84.6
27-Sep-2022,84.3
28-Sep-2022,84.75
29-Sep-2022,86.65
30-Sep-2022,87.5
03-Oct-2022,87.5
03-Oct-2022,87.55
04-Oct-2022,87.2
06-Oct-2022,87.8
07-Oct-2022,87.05
10-Oct-2022,86.8
11-Oct-2022,85.7
12-Oct-2022,85.95
13-Oct-2022,87.25
14-Oct-2022,88.75
17-Oct-2022,88.75
17-Oct-2022,88.65
18-Oct-2022,87.1
19-Oct-2022,89.15
20-Oct-2022,87.65
21-Oct-2022,85.6
24-Oct-2022,86.85
25-Oct-2022,86.3
27-Oct-2022,86.25
28-Oct-2022,84.35
31-Oct-2022,87.5
01-Nov-2022,82.65
02-Nov-2022,82.4
03-Nov-2022,82.4
03-Nov-2022,81.25
04-Nov-2022,81.0
07-Nov-2022,82.7
09-Nov-2022,83.0
10-Nov-2022,82.6
11-Nov-2022,83.05
14-Nov-2022,82.95
15-Nov-2022,83.0
16-Nov-2022,60.65
17-Nov-2022,60.5
18-Nov-2022,59.05
21-Nov-2022,57.95
22-Nov-2022,58.0
23-Nov-2022,57.6
24-Nov-2022,58.0
25-Nov-2022,57.05
28-Nov-2022,59.75
29-Nov-2022,60.05
30-Nov-2022,61.45
01-Dec-2022,60.05
02-Dec-2022,60.2
05-Dec-2022,60.8
06-Dec-2022,60.5
07-Dec-2022,60.05
08-Dec-2022,60.05
09-Dec-2022,60.05
12-Dec-2022,59.2
13-Dec-2022,60.95
14-Dec-2022,62.3
15-Dec-2022,60.8
16-Dec-2022,58.9
19-Dec-2022,58.45
20-Dec-2022,58.5
21-Dec-2022,57.8
22-Dec-2022,57.4
23-Dec-2022,55.9
26-Dec-2022,57.1
27-Dec-2022,59.05
28-Dec-2022,57.9
29-Dec-2022,57.85
30-Dec-2022,58.3
02-Jan-2023,58.15
03-Jan-2023,57.5
04-Jan-2023,56.65
05-Jan-2023,56.7
06-Jan-2023,55.1
09-Jan-2023,55.6
10-Jan-2023,55.1
11-Jan-2023,53.9
12-Jan-2023,52.5
13-Jan-2023,52.0
16-Jan-2023,52.15
17-Jan-2023,52.0
18-Jan-2023,52.0
19-Jan-2023,51.45
20-Jan-2023,51.2
23-Jan-2023,51.1
24-Jan-2023,50.65
25-Jan-2023,50.85
27-Jan-2023,51.2
30-Jan-2023,51.1
31-Jan-2023,51.45
01-Feb-2023,51.5
02-Feb-2023,51.9
03-Feb-2023,52.35
06-Feb-2023,53.0
07-Feb-2023,51.35
08-Feb-2023,53.65
09-Feb-2023,52.45
10-Feb-2023,53.7
13-Feb-2023,52.4
14-Feb-2023,52.1
15-Feb-2023,51.7
16-Feb-2023,50.55
17-Feb-2023,50.8
20-Feb-2023,51.25
21-Feb-2023,50.35
22-Feb-2023,49.85
23-Feb-2023,49.95
24-Feb-2023,49.85
27-Feb-2023,49.55
28-Feb-2023,49.5
01-Mar-2023,50.3
02-Mar-2023,50.25
03-Mar-2023,49.7
06-Mar-2023,49.9
08-Mar-2023,50.05
09-Mar-2023,48.95
10-Mar-2023,49.1
13-Mar-2023,47.35
14-Mar-2023,47.2
15-Mar-2023,47.85
16-Mar-2023,46.55
17-Mar-2023,46.25
20-Mar-2023,46.55
21-Mar-2023,47.05
22-Mar-2023,47.45
23-Mar-2023,47.7
24-Mar-2023,47.65
27-Mar-2023,47.3
28-Mar-2023,46.8
29-Mar-2023,47.35
31-Mar-2023,48.25
03-Apr-2023,49.85
05-Apr-2023,49.65
06-Apr-2023,51.05
10-Apr-2023,49.95
11-Apr-2023,50.65
12-Apr-2023,50.9
13-Apr-2023,50.7
17-Apr-2023,50.8
18-Apr-2023,50.0
19-Apr-2023,49.95
20-Apr-2023,50.15
21-Apr-2023,50.45
24-Apr-2023,50.5
25-Apr-2023,51.3
26-Apr-2023,52.45
27-Apr-2023,52.65
28-Apr-2023,53.75
02-May-2023,52.85
03-May-2023,53.2
04-May-2023,52.8
05-May-2023,53.7
08-May-2023,52.6
09-May-2023,54.95
10-May-2023,55.75
11-May-2023,56.45
12-May-2023,55.85
15-May-2023,55.5
16-May-2023,55.05
17-May-2023,55.25
18-May-2023,55.5
19-May-2023,54.95
22-May-2023,55.1
23-May-2023,56.15
24-May-2023,55.5
25-May-2023,55.9
26-May-2023,56.25
29-May-2023,56.95
30-May-2023,57.65
31-May-2023,57.85
01-Jun-2023,58.1
02-Jun-2023,58.35
05-Jun-2023,58.1
06-Jun-2023,58.0
07-Jun-2023,57.55
08-Jun-2023,57.65
09-Jun-2023,58.2
12-Jun-2023,57.75
13-Jun-2023,58.5
14-Jun-2023,57.6
15-Jun-2023,57.5
16-Jun-2023,57.7
19-Jun-2023,57.75
20-Jun-2023,58.3
21-Jun-2023,57.4
22-Jun-2023,57.85
23-Jun-2023,56.55
26-Jun-2023,56.75
27-Jun-2023,56.55
28-Jun-2023,56.6
30-Jun-2023,57.7
03-Jul-2023,57.85
04-Jul-2023,58.15
05-Jul-2023,58.4
06-Jul-2023,58.15
07-Jul-2023,58.35
10-Jul-2023,57.85
11-Jul-2023,58.55
12-Jul-2023,58.15
13-Jul-2023,57.8
14-Jul-2023,58.05
17-Jul-2023,58.65
18-Jul-2023,58.55
19-Jul-2023,58.35
20-Jul-2023,58.45
21-Jul-2023,57.9
24-Jul-2023,57.95
25-Jul-2023,61.9
26-Jul-2023,62.15
27-Jul-2023,60.15
28-Jul-2023,58.85
31-Jul-2023,58.55
01-Aug-2023,59.55
02-Aug-2023,59.95
03-Aug-2023,59.65
04-Aug-2023,60.5
07-Aug-2023,60.3
08-Aug-2023,60.4
09-Aug-2023,60.45
10-Aug-2023,60.5
11-Aug-2023,59.2
14-Aug-2023,59.4
16-Aug-2023,60.65
17-Aug-2023,59.65
18-Aug-2023,59.55
21-Aug-2023,59.7
22-Aug-2023,59.7
23-Aug-2023,59.5
24-Aug-2023,59.95
25-Aug-2023,59.6
28-Aug-2023,60.0
29-Aug-2023,59.15
30-Aug-2023,59.55
31-Aug-2023,62.1
01-Sep-2023,65.95
04-Sep-2023,65.95
