Date,Daily_Return,Weekly_Return,Monthly_Return
2022-08-01,-0.19404915912029944,-4.09429280397022,9.80113636363635
2022-08-02,0.4536616979909194,-4.09429280397022,9.80113636363635
2022-08-03,0.0,-4.09429280397022,9.80113636363635
2022-08-04,2.516129032258068,-4.09429280397022,9.80113636363635
2022-08-05,0.0,-4.09429280397022,9.80113636363635
2022-08-08,-0.6293266205160477,2.781371280724458,9.80113636363635
2022-08-10,1.1399620012666136,2.781371280724458,9.80113636363635
2022-08-11,-1.1897307451471368,2.781371280724458,9.80113636363635
2022-08-12,-0.7604562737642693,2.781371280724458,9.80113636363635
2022-08-16,2.490421455938701,-1.447451227186917,9.80113636363635
2022-08-17,-0.43613707165108323,-1.447451227186917,9.80113636363635
2022-08-18,-0.37546933667085275,-1.447451227186917,9.80113636363635
2022-08-19,-2.0100502512562746,-1.447451227186917,9.80113636363635
2022-08-22,0.19230769230769962,-0.3831417624521037,9.80113636363635
2022-08-23,2.6871401151631407,-0.3831417624521037,9.80113636363635
2022-08-24,-1.0591900311526408,-0.3831417624521037,9.80113636363635
2022-08-25,0.377833753148611,-0.3831417624521037,9.80113636363635
2022-08-26,0.3136762860727729,-0.3831417624521037,9.80113636363635
2022-08-29,-2.0637898686679246,2.5000000000000036,9.80113636363635
2022-08-30,4.086845466155815,2.5000000000000036,9.80113636363635
2022-09-01,-2.3926380368098195,2.5000000000000036,5.433376455368697
2022-09-02,2.828409805153991,2.5000000000000036,5.433376455368697
2022-09-05,1.8337408312958436,2.313946216385234,5.433376455368697
2022-09-06,1.260504201680669,2.313946216385234,5.433376455368697
2022-09-07,0.4742145820984063,2.313946216385234,5.433376455368697
2022-09-08,5.840707964601774,2.313946216385234,5.433376455368697
2022-09-09,1.5607580824972034,2.313946216385234,5.433376455368697
2022-09-12,-1.536772777167938,11.369193154034226,5.433376455368697
2022-09-13,1.727982162764768,11.369193154034226,5.433376455368697
2022-09-14,-1.4246575342465722,11.369193154034226,5.433376455368697
2022-09-15,1.222901612006664,11.369193154034226,5.433376455368697
2022-09-16,-4.667764964305327,11.369193154034226,5.433376455368697
2022-09-19,1.3248847926267346,-4.720087815587264,5.433376455368697
2022-09-20,-0.1705514496873288,-4.720087815587264,5.433376455368697
2022-09-21,-1.1389521640091116,-4.720087815587264,5.433376455368697
2022-09-22,2.3617511520737295,-4.720087815587264,5.433376455368697
2022-09-23,-3.207653348339892,-4.720087815587264,5.433376455368697
2022-09-26,-1.6279069767441927,-0.9216589861751119,5.433376455368697
2022-09-27,-0.3546099290780108,-0.9216589861751119,5.433376455368697
2022-09-28,0.533807829181498,-0.9216589861751119,5.433376455368697
2022-09-29,2.2418879056047265,-0.9216589861751119,5.433376455368697
2022-09-30,0.9809578765147077,-0.9216589861751119,7.361963190184049
2022-10-03,0.0,1.744186046511628,7.361963190184049
2022-10-03,0.057142857142853894,1.744186046511628,7.361963190184049
2022-10-04,-0.399771559109074,1.744186046511628,7.361963190184049
2022-10-06,0.6880733944954063,1.744186046511628,7.361963190184049
2022-10-07,-0.8542141230068337,1.744186046511628,7.361963190184049
2022-10-10,-0.2871912693854107,-0.5142857142857176,7.361963190184049
2022-10-11,-1.267281105990777,-0.5142857142857176,7.361963190184049
2022-10-12,0.29171528588098017,-0.5142857142857176,7.361963190184049
2022-10-13,1.512507271669572,-0.5142857142857176,7.361963190184049
2022-10-14,1.7191977077363898,-0.5142857142857176,7.361963190184049
2022-10-17,0.0,1.9529006318207958,7.361963190184049
2022-10-17,-0.11267605633802176,1.9529006318207958,7.361963190184049
2022-10-18,-1.7484489565707966,1.9529006318207958,7.361963190184049
2022-10-19,2.3536165327210234,1.9529006318207958,7.361963190184049
2022-10-20,-1.682557487380819,1.9529006318207958,7.361963190184049
2022-10-21,-2.338847689674856,1.9529006318207958,7.361963190184049
2022-10-24,1.4602803738317758,-3.549295774647894,7.361963190184049
2022-10-25,-0.6332757628094383,-3.549295774647894,7.361963190184049
2022-10-27,-0.05793742757821223,-3.549295774647894,7.361963190184049
2022-10-28,-2.2028985507246444,-3.549295774647894,7.361963190184049
2022-10-31,3.734439834024903,-1.4602803738317758,0.0
2022-11-01,-5.5428571428571365,-1.4602803738317758,0.0
2022-11-02,-0.3024803387779794,-1.4602803738317758,0.0
2022-11-03,0.0,-1.4602803738317758,0.0
2022-11-03,-1.3956310679611719,-1.4602803738317758,0.0
2022-11-04,-0.3076923076923077,-1.4602803738317758,0.0
2022-11-07,2.098765432098769,-3.9715471250740895,0.0
2022-11-09,0.36275695284159265,-3.9715471250740895,0.0
2022-11-10,-0.4819277108433803,-3.9715471250740895,0.0
2022-11-11,0.5447941888619889,-3.9715471250740895,0.0
2022-11-14,-0.1204093919325639,2.530864197530861,0.0
2022-11-15,0.06027727546714546,2.530864197530861,0.0
2022-11-16,-26.927710843373497,2.530864197530861,0.0
2022-11-17,-0.24732069249793665,2.530864197530861,0.0
2022-11-18,-2.3966942148760375,2.530864197530861,0.0
2022-11-21,-1.8628281117696772,-28.89825406381698,0.0
2022-11-22,0.08628127696289414,-28.89825406381698,0.0
2022-11-23,-0.6896551724137907,-28.89825406381698,0.0
2022-11-24,0.694444444444442,-28.89825406381698,0.0
2022-11-25,-1.6379310344827636,-28.89825406381698,0.0
2022-11-28,4.73269062226118,-3.3869602032176123,0.0
2022-11-29,0.5020920502092002,-3.3869602032176123,0.0
2022-11-30,2.3313905079100845,-3.3869602032176123,-29.771428571428572
2022-12-01,-2.2782750203417503,-3.3869602032176123,-29.771428571428572
