"DATE ","EXPIRY DATE ","OPTION TYPE ","STRIKE PRICE ","OPEN PRICE ","HIGH PRICE ","LOW PRICE ","CLOSE PRICE ","LAST PRICE ","SETTLE PRICE ","Volume ","VALUE ","PREMIUM VALUE ","OPEN INTEREST ","CHANGE IN OI "
"29-Dec-2022","29-Dec-2022","XX","-","2,554.35","2,585.00","2,538.75","2,561.30","2,558.15","2,553.25","30,96,375","7,91,83,40,325.00","7,91,83,40,325.00","4,40,250","-15,60,375"
"28-Dec-2022","29-Dec-2022","XX","-","2,496.40","2,592.70","2,492.55","2,576.90","2,576.85","2,576.90","39,26,625","10,08,27,12,900.00","10,08,27,12,900.00","20,00,625","-17,79,750"
"27-Dec-2022","29-Dec-2022","XX","-","2,488.05","2,518.00","2,485.15","2,504.55","2,506.25","2,504.55","18,91,875","4,73,72,68,500.00","4,73,72,68,500.00","37,80,375","-11,97,000"
"26-Dec-2022","29-Dec-2022","XX","-","2,487.95","2,514.10","2,475.70","2,483.90","2,488.00","2,483.90","18,87,750","4,71,53,32,481.25","4,71,53,32,481.25","49,77,375","-6,95,625"
"23-Dec-2022","29-Dec-2022","XX","-","2,473.90","2,507.00","2,458.10","2,484.15","2,487.05","2,484.15","20,73,375","5,14,99,08,000.00","5,14,99,08,000.00","56,73,000","-6,26,625"
"22-Dec-2022","29-Dec-2022","XX","-","2,499.95","2,511.60","2,471.95","2,487.80","2,484.50","2,487.80","10,62,375","2,64,26,07,412.50","2,64,26,07,412.50","62,99,625","-70,125"
"21-Dec-2022","29-Dec-2022","XX","-","2,526.60","2,532.10","2,490.00","2,499.95","2,498.95","2,499.95","8,95,875","2,24,54,12,568.75","2,24,54,12,568.75","63,69,750","-16,125"
"20-Dec-2022","29-Dec-2022","XX","-","2,520.45","2,524.10","2,487.00","2,515.75","2,515.35","2,515.75","9,52,500","2,38,60,93,256.25","2,38,60,93,256.25","63,85,875","-83,625"
"19-Dec-2022","29-Dec-2022","XX","-","2,494.35","2,536.90","2,481.15","2,531.50","2,531.15","2,531.50","12,10,875","3,04,14,01,237.50","3,04,14,01,237.50","64,69,500","-1,69,500"
"16-Dec-2022","29-Dec-2022","XX","-","2,516.80","2,532.90","2,492.00","2,495.60","2,498.00","2,495.60","13,38,375","3,36,01,52,231.25","3,36,01,52,231.25","66,39,000","1,02,000"
"15-Dec-2022","29-Dec-2022","XX","-","2,617.80","2,617.80","2,528.30","2,535.20","2,531.50","2,535.20","16,11,375","4,12,47,28,256.25","4,12,47,28,256.25","65,37,000","2,92,125"
"14-Dec-2022","29-Dec-2022","XX","-","2,595.05","2,615.50","2,589.05","2,608.45","2,606.40","2,608.45","9,14,250","2,38,35,63,337.50","2,38,35,63,337.50","62,44,875","1,500"
"13-Dec-2022","29-Dec-2022","XX","-","2,609.30","2,616.40","2,585.00","2,594.70","2,593.20","2,594.70","8,32,500","2,16,01,25,850.00","2,16,01,25,850.00","62,43,375","16,875"
